GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,TEAM_ID,SEASON
Lineups,2544-1626156-1629216-1631108-1631132,L. James - D. Russell - G. Vincent - M. Christie - C. Koloko,3,2,1,0.667,14.0,117.9,113.8,122.2,125.0,-4.3,-11.2,0.714,5.0,23.8,0.267,0.545,0.385,0.069,0.589,0.589,98.1,98.77,82.31,29,0.448,119,118,364,399,57,242,599,549,210,15,155,232,395,433,443,242,285,430,342,41550,1610612747,2024-25
Lineups,2544-1629216-1629629-1631132-1642261,L. James - G. Vincent - C. Reddish - C. Koloko - D. Knecht,2,1,1,0.5,9.0,100.8,93.8,89.5,100.0,11.3,-6.3,0.8,4.0,18.2,0.2,0.556,0.368,0.063,0.433,0.472,90.7,88.62,73.85,16,0.458,190,207,364,459,100,371,426,529,175,26,259,284,389,444,434,398,413,565,332,26000,1610612747,2024-25
Lineups,2544-1629060-1630559-1631132-1642261,L. James - R. Hachimura - A. Reaves - C. Koloko - D. Knecht,2,0,2,0.0,8.0,98.4,94.4,144.1,143.8,-45.7,-49.3,1.0,0.8,16.0,0.429,0.75,0.6,0.278,0.4,0.556,96.9,99.11,82.59,18,0.311,190,573,668,573,105,368,681,652,1,277,318,132,236,149,714,415,318,424,430,24700,1610612747,2024-25
Lineups,2544-1626156-1629629-1631132-1642261,L. James - D. Russell - C. Reddish - C. Koloko - D. Knecht,3,2,1,0.667,7.0,147.5,150.0,165.2,169.2,-17.6,-19.2,0.333,0.0,13.3,0.2,0.2,0.2,0.0,0.591,0.682,93.7,91.84,76.53,12,0.4,119,118,364,399,143,83,740,578,418,325,369,284,501,524,1,238,186,532,366,19600,1610612747,2024-25
Lineups,2544-1626156-1629216-1630559-1631132,L. James - D. Russell - G. Vincent - A. Reaves - C. Koloko,2,2,0,1.0,6.0,85.4,91.7,77.5,72.7,7.9,18.9,0.5,1.0,10.5,0.5,0.6,0.533,0.167,0.321,0.37,95.5,94.63,78.86,12,0.56,190,118,1,1,167,378,339,206,327,187,408,71,359,222,583,466,465,493,253,17500,1610612747,2024-25
Lineups,2544-1629060-1629216-1631132-1642261,L. James - R. Hachimura - G. Vincent - C. Koloko - D. Knecht,2,2,0,1.0,6.0,81.8,81.8,156.3,141.7,-74.4,-59.8,0.5,1.0,14.3,0.167,1.0,0.444,0.182,0.45,0.45,94.6,99.46,82.88,11,0.158,190,118,1,1,178,422,675,677,327,187,341,313,1,373,629,385,431,420,486,16650,1610612747,2024-25
Lineups,2544-1629216-1630559-1631132-1642261,L. James - G. Vincent - A. Reaves - C. Koloko - D. Knecht,3,3,0,1.0,5.0,90.0,90.0,127.5,118.2,-37.5,-28.2,0.5,0.0,12.5,0.444,0.5,0.462,0.0,0.346,0.346,97.3,101.14,84.28,10,0.212,119,63,1,1,197,384,581,609,327,325,381,130,401,354,1,444,475,388,470,14950,1610612747,2024-25
Lineups,2544-1629216-1629629-1631108-1642422,L. James - G. Vincent - C. Reddish - M. Christie - A. Traoré,2,0,2,0.0,5.0,46.6,42.9,107.7,107.7,-61.1,-64.8,1.0,1.0,11.1,0.222,1.0,0.462,0.143,0.227,0.253,123.8,129.17,107.64,14,0.106,190,573,668,573,195,512,521,685,1,187,399,273,1,354,555,496,508,77,495,15050,1610612747,2024-25
Lineups,2544-1629003-1629629-1631132-1642261,L. James - S. Milton - C. Reddish - C. Koloko - D. Knecht,1,1,0,1.0,5.0,66.7,66.7,101.4,112.5,-34.7,-45.8,0.0,0.0,0.0,0.429,0.4,0.417,0.222,0.3,0.3,90.3,85.89,71.58,9,0.059,316,207,1,1,202,451,547,644,458,325,458,132,472,400,667,468,493,580,508,14250,1610612747,2024-25
Lineups,2544-2546-201566-201954-1628370,L. James - C. Anthony - R. Westbrook - D. Collison - M. Monk,2,1,1,0.5,8.0,154.9,147.4,112.7,116.7,42.2,30.7,0.8,4.0,26.7,0.5,0.692,0.632,0.105,0.733,0.774,113.2,114.09,95.07,19,0.769,179,148,224,283,134,118,661,191,156,18,81,65,367,139,591,148,129,230,140,23350,1610612747,2021-22
Lineups,2544-201162-202083-1626149-1629659,L. James - J. Dudley - W. Matthews - M. Harrell - T. Horton-Tucker,2,1,1,0.5,6.0,80.4,83.3,192.9,200.0,-112.5,-116.7,0.25,0.5,6.7,0.25,0.667,0.364,0.167,0.375,0.402,95.8,92.41,77.01,12,0.092,164,164,228,314,136,306,601,602,323,210,326,178,250,337,484,316,334,388,359,18700,1610612747,2020-21
Lineups,2544-1626149-1628035-1628398-1629659,L. James - M. Harrell - A. McKinnie - K. Kuzma - T. Horton-Tucker,2,2,0,1.0,5.0,148.4,144.4,142.2,133.3,6.2,11.1,0.6,0.0,23.1,0.333,0.667,0.556,0.0,0.625,0.666,86.9,90.95,75.79,9,0.62,164,92,1,1,169,76,530,188,190,231,91,118,250,147,1,123,134,405,150,14250,1610612747,2020-21
Lineups,2544-2730-200765-201162-202340,L. James - D. Howard - R. Rondo - J. Dudley - A. Bradley,2,2,0,1.0,17.0,94.6,93.9,88.0,85.3,6.6,8.6,0.417,0.71,11.6,0.278,0.833,0.5,0.212,0.483,0.504,94.7,96.58,80.48,33,0.48,152,105,1,1,37,257,311,181,261,183,256,171,147,178,471,230,235,341,231,49950,1610612747,2019-20
Lineups,2544-2730-201162-203484-203584,L. James - D. Howard - J. Dudley - K. Caldwell-Pope - T. Daniels,3,2,1,0.667,16.0,111.0,119.4,104.2,103.0,6.9,16.3,0.6,1.8,20.0,0.313,0.692,0.483,0.161,0.583,0.591,98.2,95.31,79.42,31,0.547,102,105,263,328,39,123,388,161,177,85,103,154,226,244,424,144,167,353,186,48350,1610612747,2019-20
Lineups,2544-201162-201580-201980-203484,L. James - J. Dudley - J. McGee - D. Green - K. Caldwell-Pope,2,1,1,0.5,14.0,93.9,96.4,97.3,100.0,-3.4,-3.6,0.636,1.4,17.9,0.267,0.571,0.414,0.179,0.5,0.504,94.2,91.67,76.39,28,0.482,152,183,263,367,48,253,345,390,162,108,164,177,271,290,440,184,234,378,230,43200,1610612747,2019-20
Lineups,2544-200765-201162-203484-1628398,L. James - R. Rondo - J. Dudley - K. Caldwell-Pope - K. Kuzma,2,1,1,0.5,13.0,111.6,112.0,63.2,61.5,48.5,50.5,0.444,2.0,13.8,0.0,0.938,0.556,0.08,0.525,0.607,91.2,92.26,76.88,25,0.817,152,183,263,367,53,158,223,81,258,46,233,246,124,137,332,178,151,375,82,39800,1610612747,2019-20
Lineups,2544-2730-201162-202340-1627936,L. James - D. Howard - J. Dudley - A. Bradley - A. Caruso,3,3,0,1.0,11.0,118.6,122.7,115.7,109.5,2.9,13.2,0.455,1.67,16.1,0.4,0.889,0.632,0.136,0.595,0.593,94.2,94.97,79.14,22,0.542,102,72,1,1,67,110,404,170,255,89,203,103,130,100,389,136,163,357,188,32600,1610612747,2019-20
Lineups,2544-2730-201162-203484-1626188,L. James - D. Howard - J. Dudley - K. Caldwell-Pope - Q. Cook,4,2,2,0.5,9.0,37.5,35.3,138.3,142.1,-100.8,-106.8,1.0,0.5,11.5,0.462,0.667,0.526,0.353,0.188,0.188,97.8,99.12,82.6,17,-0.564,65,105,513,367,79,358,478,520,1,189,257,91,231,166,544,342,358,319,557,26150,1610612747,2019-20
Lineups,2544-2730-201162-1628398-1629659,L. James - D. Howard - J. Dudley - K. Kuzma - T. Horton-Tucker,1,0,1,0.0,8.0,107.2,137.5,80.0,80.0,27.2,57.5,0.25,2.0,7.4,0.643,1.0,0.783,0.063,0.381,0.449,102.9,89.82,74.85,16,0.848,236,428,263,428,84,64,280,73,296,46,294,38,1,44,323,267,272,385,70,24850,1610612747,2019-20
Lineups,2544-200765-201162-203484-1627936,L. James - R. Rondo - J. Dudley - K. Caldwell-Pope - A. Caruso,3,2,1,0.667,8.0,133.7,133.3,98.7,100.0,35.0,33.3,0.333,2.0,10.0,0.429,0.875,0.667,0.067,0.577,0.59,88.3,87.8,73.17,15,0.667,102,105,263,328,86,73,345,112,271,46,269,96,134,66,327,153,168,395,132,24600,1610612747,2019-20
Lineups,2544-2730-201162-203584-1626188,L. James - D. Howard - J. Dudley - T. Daniels - Q. Cook,2,1,1,0.5,6.0,100.0,100.0,79.5,81.8,20.5,18.2,0.75,0.0,18.8,0.222,0.6,0.357,0.0,0.423,0.423,90.3,88.99,74.16,11,0.483,152,183,263,367,111,184,293,152,104,217,146,206,265,310,1,251,281,389,228,17800,1610612747,2019-20
Lineups,2544-2730-200765-201162-203484,L. James - D. Howard - R. Rondo - J. Dudley - K. Caldwell-Pope,2,1,1,0.5,6.0,116.5,115.4,78.9,80.0,37.5,35.4,0.5,1.0,17.6,0.25,0.857,0.636,0.231,0.65,0.689,108.7,108.39,90.32,13,0.718,152,183,263,367,108,138,280,111,204,121,165,184,139,97,477,113,107,200,115,18600,1610612747,2019-20
Lineups,2544-2730-2747-201162-203079,L. James - D. Howard - J. Smith - J. Dudley - D. Waiters,1,0,1,0.0,5.0,103.1,100.0,233.1,244.4,-130.0,-144.4,0.0,0.0,0.0,0.25,0.0,0.167,0.125,0.417,0.515,87.2,86.2,71.83,8,0.019,236,428,263,428,141,184,561,543,307,217,307,184,339,358,369,255,221,400,340,14200,1610612747,2019-20
Lineups,2544-2747-201588-202684-1626224,L. James - J. Smith - G. Hill - T. Thompson - C. Osman,7,4,3,0.571,104.0,110.5,112.3,116.5,116.3,-6.0,-4.1,0.505,1.59,16.3,0.306,0.823,0.549,0.142,0.536,0.558,96.0,95.36,79.47,204,0.436,28,26,672,412,2,209,527,497,219,121,227,145,183,164,513,221,259,409,300,311080,1610612739,2017-18
Lineups,2544-2594-101112-201145-1626224,L. James - K. Korver - C. Frye - J. Green - C. Osman,4,4,0,1.0,26.0,134.2,135.3,104.1,103.8,30.2,31.4,0.88,3.14,29.3,0.125,0.625,0.458,0.137,0.732,0.76,96.8,96.5,80.42,51,0.661,65,26,1,1,30,110,481,154,91,30,48,250,321,288,510,104,111,393,160,76850,1610612739,2017-18
Lineups,2544-201145-201567-203918-1626224,L. James - J. Green - K. Love - R. Hood - C. Osman,3,2,1,0.667,22.0,114.4,119.1,139.6,140.4,-25.2,-21.3,0.857,2.25,26.9,0.111,0.722,0.417,0.17,0.645,0.667,104.9,102.47,85.39,47,0.424,95,85,345,366,40,178,613,553,93,64,64,256,250,322,567,149,159,305,305,66050,1610612739,2017-18
Lineups,2544-201588-202684-203918-1626224,L. James - G. Hill - T. Thompson - R. Hood - C. Osman,3,1,2,0.333,18.0,102.6,110.8,152.0,151.4,-49.4,-40.5,0.625,2.0,18.9,0.286,0.714,0.457,0.135,0.486,0.526,103.5,99.68,83.07,37,0.311,95,174,599,507,46,215,644,585,174,68,175,146,254,290,507,283,284,349,358,53450,1610612739,2017-18
Lineups,2544-2594-201145-202684-1626224,L. James - K. Korver - J. Green - T. Thompson - C. Osman,6,4,2,0.667,16.0,97.6,96.9,109.9,102.9,-12.3,-6.0,0.727,2.67,17.8,0.278,0.875,0.559,0.094,0.466,0.504,98.8,102.63,85.52,32,0.45,38,26,599,366,54,307,478,502,133,53,197,154,161,153,450,294,303,299,289,47005,1610612739,2017-18
Lineups,2544-101181-201145-201588-1627790,L. James - J. Calderon - J. Green - G. Hill - A. Zizic,1,1,0,1.0,14.0,114.0,122.6,121.3,122.6,-7.3,0.0,0.625,1.43,22.2,0.357,0.867,0.621,0.226,0.661,0.648,107.4,102.98,85.81,31,0.5,283,174,1,1,59,157,553,239,174,137,114,110,164,111,621,141,179,292,254,43350,1610612739,2017-18
Lineups,2544-2548-2594-201145-1626224,L. James - D. Wade - K. Korver - J. Green - C. Osman,5,3,2,0.6,13.0,148.9,150.0,90.9,78.6,57.9,71.4,0.75,4.0,30.8,0.143,0.769,0.55,0.115,0.795,0.806,93.5,100.21,83.51,26,0.791,50,48,599,404,70,65,363,79,116,12,41,241,218,162,477,75,87,342,125,38800,1610612739,2017-18
Lineups,2544-2747-101181-202684-1626224,L. James - J. Smith - J. Calderon - T. Thompson - C. Osman,1,1,0,1.0,13.0,123.3,126.9,131.0,125.9,-7.7,1.0,0.571,8.0,22.9,0.083,0.909,0.478,0.038,0.62,0.617,96.7,97.22,81.02,26,0.473,283,174,1,1,68,142,570,237,200,1,111,268,151,278,404,163,199,383,277,39250,1610612739,2017-18
Lineups,2544-2594-201145-204066-1626224,L. James - K. Korver - J. Green - J. Holland - C. Osman,1,1,0,1.0,10.0,105.0,100.0,91.5,90.5,13.5,9.5,0.778,7.0,24.1,0.091,0.833,0.353,0.048,0.525,0.525,96.5,99.47,82.89,21,0.605,283,174,1,1,88,234,397,203,109,2,102,263,170,365,407,230,285,353,186,30400,1610612739,2017-18
Lineups,2544-2747-101181-203903-1627790,L. James - J. Smith - J. Calderon - J. Clarkson - A. Zizic,2,2,0,1.0,8.0,104.2,106.3,71.1,75.0,33.1,31.3,0.571,1.33,16.0,0.545,0.8,0.667,0.188,0.471,0.464,99.0,95.38,79.49,16,0.705,156,85,1,1,105,228,350,155,200,144,229,41,188,79,582,291,337,408,148,24155,1610612739,2017-18
Lineups,2544-2747-201145-201567-1626224,L. James - J. Smith - J. Green - K. Love - C. Osman,2,0,2,0.0,8.0,151.3,156.3,95.9,105.9,55.4,50.4,0.375,3.0,13.6,0.375,0.583,0.5,0.063,0.679,0.713,104.7,97.96,81.63,16,0.694,156,537,599,537,104,64,485,116,310,32,267,105,334,196,412,118,136,376,151,24255,1610612739,2017-18
Lineups,2544-2594-201145-201567-1626224,L. James - K. Korver - J. Green - K. Love - C. Osman,2,0,2,0.0,8.0,168.0,173.7,70.9,73.7,97.2,100.0,0.667,4.0,28.6,0.25,0.9,0.714,0.105,0.906,0.885,112.6,108.57,90.48,19,0.944,156,537,599,537,100,45,349,40,141,12,49,165,154,71,465,53,66,211,84,25200,1610612739,2017-18
Lineups,2544-2747-201567-203109-1626224,L. James - J. Smith - K. Love - J. Crowder - C. Osman,3,2,1,0.667,7.0,165.9,186.7,114.2,120.0,51.7,66.7,0.636,2.33,26.9,0.8,0.556,0.643,0.2,0.813,0.829,116.1,106.69,88.91,15,0.709,95,85,345,366,127,36,546,82,171,61,63,21,339,100,584,69,81,238,147,20245,1610612739,2017-18
Lineups,2544-2594-201145-201588-204066,L. James - K. Korver - J. Green - G. Hill - J. Holland,1,1,0,1.0,7.0,119.3,122.2,93.3,110.5,26.1,11.7,0.667,1.2,24.0,0.2,0.4,0.35,0.278,0.75,0.762,133.4,120.54,100.45,18,0.703,283,174,1,1,120,159,505,194,141,152,103,200,395,366,657,85,110,117,149,22100,1610612739,2017-18
Lineups,2544-201145-201588-1626204-1626224,L. James - J. Green - G. Hill - L. Nance Jr. - C. Osman,1,0,1,0.0,6.0,83.1,85.7,40.3,40.0,42.8,45.7,0.833,1.67,21.7,0.444,0.667,0.556,0.214,0.4,0.389,108.8,107.63,89.69,14,0.964,283,537,345,537,131,337,277,129,95,112,125,79,274,154,608,328,377,222,83,19400,1610612739,2017-18
Lineups,2544-2747-201145-203903-1626224,L. James - J. Smith - J. Green - J. Clarkson - C. Osman,3,2,1,0.667,6.0,125.7,130.8,92.3,85.7,33.4,45.1,0.5,2.0,12.5,0.2,0.667,0.5,0.077,0.611,0.679,99.5,101.3,84.42,13,0.673,95,85,345,366,135,129,384,130,220,68,282,200,274,196,431,167,153,324,155,19190,1610612739,2017-18
Lineups,2544-2747-201145-202684-1626224,L. James - J. Smith - J. Green - T. Thompson - C. Osman,2,1,1,0.5,6.0,150.0,161.5,85.7,80.0,64.3,81.5,0.5,4.0,20.0,0.5,0.889,0.733,0.077,0.75,0.75,104.4,104.37,86.98,13,0.712,156,174,345,419,132,59,367,68,220,12,141,43,156,67,431,85,113,276,146,19315,1610612739,2017-18
Lineups,2544-2747-201588-203903-1627790,L. James - J. Smith - G. Hill - J. Clarkson - A. Zizic,3,2,1,0.667,5.0,132.5,150.0,157.7,155.6,-25.1,-5.6,0.333,1.0,13.3,0.75,0.75,0.75,0.2,0.6,0.663,102.1,96.03,80.03,10,0.519,95,85,345,366,186,65,646,500,317,158,273,25,225,56,584,173,171,401,246,14245,1610612739,2017-18
Lineups,2544-2747-201588-203903-204066,L. James - J. Smith - G. Hill - J. Clarkson - J. Holland,2,1,1,0.5,5.0,93.2,109.1,120.8,118.2,-27.7,-9.1,0.5,2.0,13.3,0.286,0.5,0.385,0.091,0.455,0.505,110.2,102.52,85.44,11,0.366,156,174,345,419,171,221,537,514,220,68,273,146,347,353,443,298,302,300,336,15450,1610612739,2017-18
Lineups,2544-2747-201588-1626204-1626224,L. James - J. Smith - G. Hill - L. Nance Jr. - C. Osman,2,0,2,0.0,5.0,132.5,136.4,82.7,75.0,49.8,61.4,0.4,0.67,13.3,0.5,0.8,0.667,0.273,0.667,0.727,103.5,107.18,89.32,11,0.667,156,537,599,537,171,107,350,100,299,227,273,43,188,79,655,120,127,232,156,15450,1610612739,2017-18
Lineups,2544-2747-101181-203903-204066,L. James - J. Smith - J. Calderon - J. Clarkson - J. Holland,1,1,0,1.0,5.0,158.9,166.7,108.2,112.5,50.7,54.2,0.8,4.0,30.8,0.0,0.667,0.444,0.111,0.875,0.889,91.0,87.12,72.6,9,0.654,283,174,1,1,188,49,513,112,101,12,41,271,274,297,467,57,65,475,162,14050,1610612739,2017-18
Lineups,2544-2747-101181-203109-1627790,L. James - J. Smith - J. Calderon - J. Crowder - A. Zizic,1,1,0,1.0,5.0,33.3,33.3,130.0,130.0,-96.7,-96.7,1.0,0.25,10.0,0.0,0.667,0.286,0.444,0.3,0.3,98.4,98.42,82.01,9,-0.276,283,174,1,1,190,432,576,654,1,256,315,271,274,407,690,376,411,369,673,13900,1610612739,2017-18
Lineups,2544-2594-201588-203903-204066,L. James - K. Korver - G. Hill - J. Clarkson - J. Holland,1,0,1,0.0,5.0,134.1,127.3,63.6,70.0,70.5,57.3,0.5,0.0,21.4,0.0,0.875,0.538,0.0,0.7,0.67,98.3,96.31,80.25,11,0.761,283,537,345,537,169,140,340,110,220,260,128,271,161,170,1,112,157,398,135,15700,1610612739,2017-18
Lineups,2544-2594-201588-204066-1626204,L. James - K. Korver - G. Hill - J. Holland - L. Nance Jr.,2,1,1,0.5,5.0,101.1,91.7,92.6,100.0,8.5,-8.3,0.75,1.5,18.8,0.2,0.667,0.455,0.167,0.5,0.557,111.1,112.27,93.56,12,0.462,156,174,345,419,180,319,414,510,116,124,176,200,274,291,551,236,262,165,282,14750,1610612739,2017-18
Lineups,2544-2594-2747-201567-1626224,L. James - K. Korver - J. Smith - K. Love - C. Osman,1,1,0,1.0,5.0,145.2,140.0,157.7,155.6,-12.4,-15.6,0.75,3.0,23.1,0.0,0.5,0.25,0.1,0.667,0.81,84.2,86.39,71.99,10,0.577,283,174,1,1,168,96,646,536,116,32,108,271,347,410,456,120,86,485,206,15835,1610612739,2017-18
Lineups,2210-2544-2594-101112-1627770,R. Jefferson - L. James - K. Korver - C. Frye - K. Felder,6,5,1,0.833,40.0,97.9,97.8,108.1,109.1,-10.2,-11.3,0.545,1.06,15.7,,0.804,,0.189,0.58,0.572,107.5,107.03,89.19,90,0.421,39,26,269,273,12,283,458,469,203,128,210,48,7,17,539,177,220,204,274,119740,1610612739,2016-17
Lineups,2544-2592-202681-202684-202697,L. James - J. Jones - K. Irving - T. Thompson - I. Shumpert,3,3,0,1.0,24.0,94.4,104.0,109.5,108.2,-15.1,-4.2,0.65,1.86,19.1,0.207,,,0.14,0.532,0.519,103.4,98.93,82.44,50,0.407,92,57,1,1,30,214,455,448,170,84,148,39,50,17,475,213,265,319,283,72050,1610612739,2016-17
Lineups,2210-2544-101112-202697-1627770,R. Jefferson - L. James - C. Frye - I. Shumpert - K. Felder,6,5,1,0.833,23.0,102.6,104.5,103.1,97.9,-0.6,6.7,0.294,0.63,9.4,,,,0.182,0.529,0.577,94.2,95.87,79.89,44,0.521,39,26,269,273,32,213,372,196,317,199,305,48,50,17,529,214,217,368,206,68345,1610612739,2016-17
Lineups,2210-2544-202684-202697-1627770,R. Jefferson - L. James - T. Thompson - I. Shumpert - K. Felder,5,3,2,0.6,16.0,82.2,88.9,75.1,74.1,7.1,14.8,0.333,0.38,8.1,0.467,,,0.296,0.417,0.458,82.1,79.35,66.12,27,0.441,44,57,564,337,47,302,310,166,290,224,322,2,50,17,608,308,318,490,259,49000,1610612739,2016-17
Lineups,2544-2592-2594-101112-1627770,L. James - J. Jones - K. Korver - C. Frye - K. Felder,1,0,1,0.0,10.0,101.4,100.0,116.6,119.0,-15.3,-19.0,1.0,1.5,20.7,,,,0.19,0.577,0.561,100.0,99.64,83.03,21,0.471,270,431,269,431,81,218,497,496,1,95,114,48,50,17,540,180,232,308,242,30350,1610612739,2016-17
Lineups,2210-2544-2594-202684-1627770,R. Jefferson - L. James - K. Korver - T. Thompson - K. Felder,4,3,1,0.75,9.0,93.5,90.5,101.2,100.0,-7.7,-9.5,0.857,1.5,21.4,,0.75,,0.19,0.5,0.548,109.1,111.55,92.95,21,0.451,63,57,269,289,86,299,374,459,105,95,109,48,14,17,540,218,239,158,257,27110,1610612739,2016-17
Lineups,2544-101112-202684-202697-1627770,L. James - C. Frye - T. Thompson - I. Shumpert - K. Felder,3,3,0,1.0,7.0,85.8,87.5,93.3,82.4,-7.5,5.1,0.167,0.33,5.6,,,,0.188,0.5,0.489,110.6,116.56,97.13,16,0.397,92,57,1,1,114,307,329,202,335,225,332,48,50,17,536,218,305,124,300,20385,1610612739,2016-17
Lineups,2210-2544-2592-2594-1627770,R. Jefferson - L. James - J. Jones - K. Korver - K. Felder,1,1,0,1.0,6.0,141.0,115.4,50.4,58.3,90.5,57.1,0.8,4.0,23.5,,,,0.077,0.857,0.778,97.3,99.17,82.64,13,1.545,270,171,1,1,131,174,266,89,112,8,90,48,50,17,388,60,98,316,23,18150,1610612739,2016-17
Lineups,2544-2592-2747-202681-202684,L. James - J. Jones - J. Smith - K. Irving - T. Thompson,1,1,0,1.0,5.0,90.9,90.9,80.0,80.0,10.9,10.9,0.5,1.0,15.4,,,,0.182,0.556,0.556,92.2,92.2,76.83,11,0.41,270,171,1,1,142,298,321,183,213,129,215,48,50,17,529,193,234,413,280,16400,1610612739,2016-17
Lineups,2399-2544-101112-202697-1627770,M. Dunleavy - L. James - C. Frye - I. Shumpert - K. Felder,1,1,0,1.0,5.0,63.6,63.6,78.7,75.0,-15.0,-11.4,1.0,1.5,20.0,,,,0.182,0.35,0.35,107.0,109.67,91.39,11,0.379,270,171,1,1,154,372,311,470,1,95,118,48,50,17,529,339,363,177,304,15100,1610612739,2016-17
Lineups,2544-2747-201567-202684-203099,L. James - J. Smith - K. Love - T. Thompson - J. Cunningham,4,3,1,0.75,26.0,113.4,107.8,96.3,96.6,17.1,11.3,0.857,2.57,24.3,,0.929,,0.137,0.581,0.591,98.9,101.0,84.17,51,0.575,88,79,235,258,28,148,281,169,62,34,64,56,1,29,321,120,141,179,166,77700,1610612739,2015-16
Lineups,2210-2544-2592-202684-203521,R. Jefferson - L. James - J. Jones - T. Thompson - M. Dellavedova,9,5,4,0.556,26.0,99.7,103.8,98.9,92.6,0.8,11.3,0.4,2.0,11.9,0.258,,,0.077,0.449,0.489,97.1,98.33,81.94,52,0.494,34,45,455,338,29,161,272,170,227,45,220,38,57,29,258,234,237,218,208,77620,1610612739,2015-16
Lineups,2544-2592-202684-202697-203521,L. James - J. Jones - T. Thompson - I. Shumpert - M. Dellavedova,8,5,3,0.625,16.0,128.7,125.0,128.9,132.4,-0.2,-7.4,0.6,3.0,20.9,,,,0.094,0.63,0.665,98.4,98.44,82.03,32,0.531,43,45,436,325,55,95,409,332,154,20,99,56,57,29,279,101,100,216,181,48275,1610612739,2015-16
Lineups,2544-2592-2747-202684-203521,L. James - J. Jones - J. Smith - T. Thompson - M. Dellavedova,11,7,4,0.636,15.0,88.4,83.9,81.6,71.0,6.8,12.9,0.857,1.5,13.6,,,,0.129,0.352,0.414,87.3,96.04,80.03,31,0.468,23,29,455,323,56,247,203,165,62,100,202,56,57,29,316,267,273,254,221,46480,1610612739,2015-16
Lineups,2544-2590-201567-202389-203099,L. James - M. Williams - K. Love - T. Mozgov - J. Cunningham,4,3,1,0.75,14.0,157.0,161.5,102.7,100.0,54.3,61.5,0.5,3.0,22.5,,,,0.115,0.75,0.756,88.2,88.09,73.41,26,0.718,88,79,235,258,59,41,285,64,180,20,77,56,57,29,298,48,56,342,110,42500,1610612739,2015-16
Lineups,2544-201567-202389-203099-203521,L. James - K. Love - T. Mozgov - J. Cunningham - M. Dellavedova,2,2,0,1.0,13.0,128.7,119.2,88.4,84.6,40.3,34.6,1.0,6.0,29.3,,,,0.077,0.614,0.618,88.3,93.83,78.2,26,0.75,147,110,1,1,64,114,246,101,1,2,30,56,57,29,258,109,126,292,102,39900,1610612739,2015-16
Lineups,2544-2747-201567-203099-203521,L. James - J. Smith - K. Love - J. Cunningham - M. Dellavedova,1,1,0,1.0,10.0,120.6,105.6,61.0,76.5,59.6,29.1,0.714,5.0,19.2,,0.375,,0.056,0.5,0.535,91.9,86.75,72.29,18,1.063,237,183,1,1,83,153,222,123,96,6,124,56,55,29,246,165,183,351,42,29050,1610612739,2015-16
Lineups,2544-2592-2747-202389-203521,L. James - J. Jones - J. Smith - T. Mozgov - M. Dellavedova,4,3,1,0.75,8.0,95.9,93.8,103.9,93.8,-8.0,0.0,0.2,0.33,5.6,,,,0.188,0.5,0.593,89.9,95.6,79.67,16,0.479,88,79,235,258,97,223,275,195,270,191,273,56,57,29,383,165,140,265,216,24100,1610612739,2015-16
Lineups,2544-2592-2747-202684-203099,L. James - J. Jones - J. Smith - T. Thompson - J. Cunningham,2,1,1,0.5,8.0,140.7,137.5,77.7,75.0,62.9,62.5,0.667,2.0,17.4,0.429,,,0.125,0.654,0.703,92.9,95.6,79.67,16,0.766,147,183,235,340,97,71,211,63,107,45,148,6,57,29,308,89,77,265,101,24100,1610612739,2015-16
Lineups,2544-2592-202684-203099-203521,L. James - J. Jones - T. Thompson - J. Cunningham - M. Dellavedova,4,3,1,0.75,7.0,103.2,100.0,83.5,77.8,19.7,22.2,0.75,2.0,24.0,,0.556,,0.167,0.643,0.623,110.4,116.23,96.86,18,0.646,88,79,235,258,106,166,224,144,85,45,65,56,50,29,352,98,123,67,133,22300,1610612739,2015-16
Lineups,2544-2590-2592-2747-202684,L. James - M. Williams - J. Jones - J. Smith - T. Thompson,5,1,4,0.2,7.0,75.0,64.3,100.9,100.0,-25.9,-35.7,0.25,1.0,6.3,,,,0.071,0.375,0.375,92.9,100.55,83.79,14,0.256,75,183,455,394,118,299,285,383,260,129,268,56,57,29,256,259,288,182,276,20050,1610612739,2015-16
Lineups,2544-2590-202684-203099-203521,L. James - M. Williams - T. Thompson - J. Cunningham - M. Dellavedova,1,1,0,1.0,7.0,87.4,92.9,122.0,120.0,-34.6,-27.1,0.333,0.67,10.5,,,,0.214,0.5,0.505,106.4,104.06,86.72,14,0.366,237,183,1,1,117,226,384,369,233,169,236,56,57,29,415,165,205,140,251,20065,1610612739,2015-16
