star_player,LINEUP_ARCHETYPE,player1_archetype,player2_archetype,player3_archetype,player4_archetype,offensive_rating,defensive_rating,net_rating,min_sum
Anthony Edwards,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,All Around Guard,Glue guy,Rim Runner/Protector,Shot Creator Guard,140.9,65.2,75.7,9.0
Anthony Edwards,Glue guy-Movement Shooter-Post Scorer-Wing Shot Creator,Glue guy,Movement Shooter,Post Scorer,Wing Shot Creator,68.74444444444445,100.98888888888888,-32.18888888888889,9.0
Anthony Edwards,Movement Shooter-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,Movement Shooter,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,106.3,116.69999999999999,-10.4,9.0
Anthony Edwards,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,All Around Guard,All Around Guard,Movement Shooter,Rim Runner/Protector,135.7,64.3,71.45,8.0
Anthony Edwards,Movement Shooter-Pure Point Guard-Pure Point Guard-Wing Shot Creator,Movement Shooter,Pure Point Guard,Pure Point Guard,Wing Shot Creator,116.7,82.4,34.3,8.0
Anthony Edwards,3&D-Movement Shooter-Rim Runner/Protector-Stretch Big,3&D,Movement Shooter,Rim Runner/Protector,Stretch Big,160.0,140.0,20.0,7.0
Anthony Edwards,All Around Big-All Around Guard-Glue guy-Pure Point Guard,All Around Big,All Around Guard,Glue guy,Pure Point Guard,73.3,137.5,-64.2,7.0
Anthony Edwards,All Around Big-Glue guy-Movement Shooter-Wing Shot Creator,All Around Big,Glue guy,Movement Shooter,Wing Shot Creator,150.0,115.4,34.6,7.0
Anthony Edwards,All Around Big-Glue guy-Pure Point Guard-Rim Runner/Protector,All Around Big,Glue guy,Pure Point Guard,Rim Runner/Protector,73.3,178.6,-105.2,7.0
Anthony Edwards,All Around Guard-Glue guy-Post Scorer-Rim Runner/Protector,All Around Guard,Glue guy,Post Scorer,Rim Runner/Protector,92.9,80.0,12.9,7.0
Anthony Edwards,Pure Point Guard-Pure Point Guard-Rim Runner/Protector-Wing Shot Creator,Pure Point Guard,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,94.1,118.8,-24.6,7.0
Anthony Edwards,3&D-3&D-All Around Guard-Wing Shot Creator,3&D,3&D,All Around Guard,Wing Shot Creator,100.0,50.0,50.0,6.0
