PLAYER_ID,SEASON,TEAM_ID,"('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'DREB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'REB')","('0-3 Feet', 'REB_FREQ')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'REB_FREQ')","('10+ Feet', 'DREB')","('10+ Feet', 'OREB')","('10+ Feet', 'REB')","('10+ Feet', 'REB_FREQ')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'REB_FREQ')","('3-6 Feet', 'DREB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'REB')","('3-6 Feet', 'REB_FREQ')","('6-10 Feet', 'DREB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'REB')","('6-10 Feet', 'REB_FREQ')","('OVERALL', 'DREB')","('OVERALL', 'OREB')","('OVERALL', 'REB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')"
201980,2016-17,1610612759.0,143.0,17.0,160.0,0.724,46.0,6.0,52.0,0.235,46.0,10.0,56.0,0.253,36.0,14.0,50.0,0.226,2.0,3.0,5.0,0.023,71.0,5.0,76.0,0.344,38.0,5.0,43.0,0.195,191,30,221,61,160
201980,2017-18,1610612759.0,174.0,24.0,198.0,0.795,53.0,7.0,60.0,0.241,34.0,14.0,48.0,0.193,29.0,14.0,43.0,0.173,0.0,3.0,3.0,0.012,82.0,11.0,93.0,0.373,44.0,9.0,53.0,0.213,208,41,249,51,198
201980,2018-19,1610612761.0,200.0,31.0,231.0,0.729,46.0,9.0,55.0,0.174,53.0,25.0,78.0,0.246,40.0,28.0,68.0,0.215,4.0,4.0,8.0,0.025,113.0,12.0,125.0,0.394,58.0,11.0,69.0,0.218,257,60,317,86,231
201980,2019-20,1610612747.0,138.0,31.0,169.0,0.751,28.0,8.0,36.0,0.16,36.0,18.0,54.0,0.24,29.0,21.0,50.0,0.222,0.0,2.0,2.0,0.009,79.0,12.0,91.0,0.404,38.0,10.0,48.0,0.213,174,51,225,56,169
201980,2020-21,1610612755.0,155.0,33.0,188.0,0.726,37.0,5.0,42.0,0.162,48.0,21.0,69.0,0.266,46.0,24.0,70.0,0.27,1.0,1.0,2.0,0.008,78.0,13.0,91.0,0.351,43.0,13.0,56.0,0.216,204,55,259,71,188
201980,2021-22,1610612755.0,107.0,19.0,126.0,0.803,14.0,7.0,21.0,0.134,16.0,9.0,25.0,0.159,26.0,16.0,42.0,0.268,2.0,4.0,6.0,0.038,48.0,5.0,53.0,0.338,37.0,4.0,41.0,0.261,125,32,157,31,126
201980,2022-23,0.0,9.0,2.0,11.0,1.4,2.0,1.0,3.0,0.6,2.0,1.0,3.0,0.6,2.0,2.0,4.0,0.55,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.5,2.0,0.0,2.0,0.35,11,3,14,3,11
201980,2023-24,1610612755.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,2,0,2,0,2
201988,2015-16,1610612759.0,122.0,22.0,144.0,0.917,6.0,1.0,7.0,0.045,9.0,4.0,13.0,0.083,57.0,18.0,75.0,0.478,0.0,0.0,0.0,0.0,26.0,3.0,29.0,0.185,42.0,4.0,46.0,0.293,131,26,157,13,144
201988,2016-17,1610612759.0,110.0,18.0,128.0,0.914,3.0,1.0,4.0,0.029,6.0,5.0,11.0,0.079,73.0,20.0,93.0,0.664,0.0,1.0,1.0,0.007,11.0,2.0,13.0,0.093,29.0,1.0,30.0,0.214,116,24,140,12,128
201988,2017-18,1610612759.0,117.0,19.0,136.0,0.883,3.0,2.0,5.0,0.032,11.0,5.0,16.0,0.104,77.0,17.0,94.0,0.61,0.0,2.0,2.0,0.013,12.0,3.0,15.0,0.097,36.0,4.0,40.0,0.26,128,26,154,18,136
201988,2018-19,1610612759.0,143.0,23.0,166.0,0.912,5.0,1.0,6.0,0.033,14.0,1.0,15.0,0.082,88.0,22.0,110.0,0.604,1.0,0.0,1.0,0.005,16.0,1.0,17.0,0.093,49.0,0.0,49.0,0.269,158,24,182,16,166
201988,2019-20,1610612759.0,74.0,18.0,92.0,0.893,4.0,0.0,4.0,0.039,8.0,3.0,11.0,0.107,46.0,17.0,63.0,0.612,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.097,22.0,4.0,26.0,0.252,82,21,103,11,92
201988,2020-21,1610612759.0,91.0,18.0,109.0,0.94,2.0,1.0,3.0,0.026,7.0,0.0,7.0,0.06,60.0,15.0,75.0,0.647,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.078,27.0,2.0,29.0,0.25,98,18,116,7,109
201988,2021-22,1610612751.0,122.0,15.0,137.0,0.878,7.0,2.0,9.0,0.058,16.0,3.0,19.0,0.122,65.0,14.0,79.0,0.506,0.0,0.0,0.0,0.0,25.0,1.0,26.0,0.167,41.0,1.0,42.0,0.269,138,18,156,19,137
201988,2022-23,1610612751.0,36.0,8.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,31.0,0.705,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.068,9.0,1.0,10.0,0.227,36,8,44,0,44
201988,2023-24,0.0,24.0,7.0,31.0,1.783,1.0,0.0,1.0,0.05,2.0,2.0,4.0,0.217,13.0,7.0,20.0,1.1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.117,10.0,2.0,12.0,0.7330000000000001,26,9,35,4,31
201988,2024-25,0.0,14.0,4.0,18.0,1.81,1.0,0.0,1.0,0.048,4.0,0.0,4.0,0.19,12.0,4.0,16.0,1.714,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.095,3.0,0.0,3.0,0.143,18,4,22,4,18
202066,2015-16,1610612764.0,138.0,19.0,157.0,0.741,24.0,10.0,34.0,0.16,35.0,12.0,47.0,0.222,50.0,14.0,64.0,0.302,2.0,6.0,8.0,0.038,42.0,6.0,48.0,0.226,59.0,7.0,66.0,0.311,175,37,212,55,157
202066,2016-17,1610612758.0,108.0,21.0,129.0,0.705,16.0,4.0,20.0,0.109,41.0,9.0,50.0,0.273,48.0,18.0,66.0,0.361,2.0,2.0,4.0,0.022,29.0,9.0,38.0,0.208,58.0,1.0,59.0,0.322,151,32,183,54,129
202066,2017-18,1610612758.0,109.0,11.0,120.0,0.811,11.0,8.0,19.0,0.128,16.0,8.0,24.0,0.162,34.0,8.0,42.0,0.284,1.0,3.0,4.0,0.027,28.0,4.0,32.0,0.216,53.0,2.0,55.0,0.372,126,22,148,28,120
202066,2018-19,0.0,148.0,18.0,166.0,1.512,17.0,5.0,22.0,0.199,40.0,6.0,46.0,0.456,56.0,15.0,71.0,0.6819999999999999,1.0,4.0,5.0,0.033,60.0,4.0,64.0,0.627,55.0,4.0,59.0,0.486,189,28,217,51,166
202066,2019-20,1610612751.0,162.0,15.0,177.0,0.816,19.0,4.0,23.0,0.106,23.0,12.0,35.0,0.161,59.0,16.0,75.0,0.346,3.0,2.0,5.0,0.023,40.0,6.0,46.0,0.212,70.0,3.0,73.0,0.336,188,29,217,40,177
202066,2020-21,1610612741.0,106.0,19.0,125.0,0.786,9.0,5.0,14.0,0.088,20.0,7.0,27.0,0.17,36.0,16.0,52.0,0.327,4.0,3.0,7.0,0.044,40.0,4.0,44.0,0.277,45.0,4.0,49.0,0.308,130,29,159,34,125
202066,2021-22,1610612740.0,94.0,16.0,110.0,0.78,12.0,7.0,19.0,0.135,17.0,12.0,29.0,0.206,30.0,12.0,42.0,0.298,0.0,2.0,2.0,0.014,29.0,5.0,34.0,0.241,40.0,5.0,45.0,0.319,111,30,141,31,110
202066,2022-23,1610612740.0,8.0,3.0,11.0,0.647,0.0,2.0,2.0,0.118,4.0,1.0,5.0,0.294,3.0,2.0,5.0,0.294,0.0,1.0,1.0,0.059,5.0,1.0,6.0,0.353,4.0,0.0,4.0,0.235,12,5,17,6,11
202066,2023-24,1610612761.0,23.0,7.0,30.0,0.667,6.0,4.0,10.0,0.222,4.0,10.0,14.0,0.311,8.0,5.0,13.0,0.289,0.0,1.0,1.0,0.022,9.0,7.0,16.0,0.356,4.0,2.0,6.0,0.133,27,18,45,15,30
202066,2024-25,1610612761.0,18.0,4.0,22.0,0.759,3.0,1.0,4.0,0.138,2.0,4.0,6.0,0.207,6.0,1.0,7.0,0.241,0.0,1.0,1.0,0.034,5.0,3.0,8.0,0.276,6.0,4.0,10.0,0.345,20,9,29,7,22
202083,2015-16,1610612742.0,165.0,20.0,185.0,0.777,17.0,2.0,19.0,0.08,47.0,6.0,53.0,0.223,50.0,17.0,67.0,0.282,0.0,0.0,0.0,0.0,63.0,4.0,67.0,0.282,82.0,3.0,85.0,0.357,212,26,238,53,185
202083,2016-17,1610612742.0,201.0,15.0,216.0,0.834,34.0,1.0,35.0,0.135,38.0,3.0,41.0,0.158,56.0,12.0,68.0,0.263,2.0,0.0,2.0,0.008,85.0,2.0,87.0,0.336,66.0,3.0,69.0,0.266,241,18,259,43,216
202083,2017-18,1610612742.0,144.0,15.0,159.0,0.803,14.0,3.0,17.0,0.086,24.0,11.0,35.0,0.177,63.0,17.0,80.0,0.404,1.0,3.0,4.0,0.02,49.0,3.0,52.0,0.263,43.0,6.0,49.0,0.247,169,29,198,39,159
202083,2018-19,0.0,114.0,20.0,134.0,2.575,7.0,5.0,12.0,0.151,24.0,9.0,33.0,0.391,54.0,18.0,72.0,1.186,0.0,3.0,3.0,0.035,35.0,4.0,39.0,1.097,42.0,5.0,47.0,0.567,138,32,170,36,134
202083,2019-20,1610612749.0,119.0,15.0,134.0,0.812,7.0,7.0,14.0,0.085,24.0,6.0,30.0,0.182,43.0,11.0,54.0,0.327,0.0,1.0,1.0,0.006,41.0,3.0,44.0,0.267,52.0,1.0,53.0,0.321,143,22,165,31,134
202083,2020-21,1610612747.0,51.0,13.0,64.0,0.681,4.0,2.0,6.0,0.064,23.0,7.0,30.0,0.319,22.0,14.0,36.0,0.383,0.0,0.0,0.0,0.0,27.0,3.0,30.0,0.319,21.0,1.0,22.0,0.234,74,20,94,30,64
202083,2021-22,1610612749.0,48.0,18.0,66.0,0.71,4.0,4.0,8.0,0.086,13.0,10.0,23.0,0.247,27.0,9.0,36.0,0.387,1.0,3.0,4.0,0.043,12.0,15.0,27.0,0.29,19.0,3.0,22.0,0.237,62,31,93,27,66
202083,2022-23,1610612749.0,57.0,20.0,77.0,0.675,7.0,5.0,12.0,0.105,22.0,14.0,36.0,0.316,18.0,13.0,31.0,0.272,1.0,0.0,1.0,0.009,24.0,7.0,31.0,0.272,31.0,9.0,40.0,0.351,80,34,114,37,77
202083,2023-24,1610612737.0,31.0,3.0,34.0,0.642,7.0,3.0,10.0,0.189,13.0,6.0,19.0,0.358,16.0,2.0,18.0,0.34,0.0,0.0,0.0,0.0,12.0,3.0,15.0,0.283,9.0,1.0,10.0,0.189,44,9,53,19,34
202087,2015-16,1610612740.0,131.0,28.0,159.0,0.665,30.0,15.0,45.0,0.188,50.0,19.0,69.0,0.289,31.0,15.0,46.0,0.192,2.0,9.0,11.0,0.046,68.0,21.0,89.0,0.372,54.0,5.0,59.0,0.247,183,56,239,80,159
202087,2016-17,1610612743.0,8.0,2.0,10.0,0.625,3.0,3.0,6.0,0.375,4.0,1.0,5.0,0.313,1.0,1.0,2.0,0.125,0.0,1.0,1.0,0.063,4.0,0.0,4.0,0.25,4.0,0.0,4.0,0.25,12,4,16,6,10
202322,2015-16,1610612764.0,297.0,32.0,329.0,0.868,40.0,8.0,48.0,0.127,36.0,10.0,46.0,0.121,112.0,25.0,137.0,0.361,3.0,1.0,4.0,0.011,99.0,3.0,102.0,0.269,85.0,7.0,92.0,0.243,336,43,379,50,329
202322,2016-17,1610612764.0,239.0,33.0,272.0,0.834,22.0,10.0,32.0,0.098,30.0,16.0,46.0,0.141,124.0,28.0,152.0,0.466,3.0,5.0,8.0,0.025,57.0,10.0,67.0,0.206,69.0,6.0,75.0,0.23,272,54,326,54,272
202322,2017-18,1610612764.0,117.0,19.0,136.0,0.932,16.0,1.0,17.0,0.116,9.0,1.0,10.0,0.068,40.0,19.0,59.0,0.404,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.151,48.0,0.0,48.0,0.329,126,20,146,10,136
202322,2018-19,1610612764.0,87.0,11.0,98.0,0.845,10.0,3.0,13.0,0.112,14.0,4.0,18.0,0.155,36.0,9.0,45.0,0.388,0.0,0.0,0.0,0.0,23.0,1.0,24.0,0.207,32.0,2.0,34.0,0.293,101,15,116,18,98
202322,2020-21,1610612745.0,93.0,8.0,101.0,0.783,13.0,3.0,16.0,0.124,19.0,6.0,25.0,0.194,34.0,5.0,39.0,0.302,0.0,3.0,3.0,0.023,31.0,6.0,37.0,0.287,34.0,3.0,37.0,0.287,112,17,129,28,101
202322,2022-23,1610612746.0,69.0,7.0,76.0,0.826,9.0,1.0,10.0,0.109,8.0,6.0,14.0,0.152,22.0,9.0,31.0,0.337,1.0,1.0,2.0,0.022,21.0,1.0,22.0,0.239,26.0,3.0,29.0,0.315,78,14,92,16,76
202324,2015-16,1610612762.0,205.0,48.0,253.0,0.511,114.0,55.0,169.0,0.341,109.0,82.0,191.0,0.386,20.0,28.0,48.0,0.097,14.0,37.0,51.0,0.103,138.0,48.0,186.0,0.376,56.0,36.0,92.0,0.186,328,167,495,242,253
202324,2016-17,1610612762.0,136.0,30.0,166.0,0.551,75.0,38.0,113.0,0.375,68.0,43.0,111.0,0.369,12.0,12.0,24.0,0.08,7.0,17.0,24.0,0.08,89.0,27.0,116.0,0.385,35.0,13.0,48.0,0.159,211,90,301,135,166
202324,2017-18,1610612762.0,226.0,53.0,279.0,0.514,115.0,85.0,200.0,0.368,119.0,98.0,217.0,0.4,20.0,23.0,43.0,0.079,6.0,41.0,47.0,0.087,152.0,62.0,214.0,0.394,64.0,22.0,86.0,0.158,351,192,543,264,279
202324,2018-19,1610612762.0,240.0,55.0,295.0,0.538,116.0,89.0,205.0,0.374,105.0,119.0,224.0,0.409,23.0,18.0,41.0,0.075,3.0,26.0,29.0,0.053,153.0,72.0,225.0,0.411,56.0,21.0,77.0,0.141,348,200,548,253,295
202324,2019-20,1610612740.0,204.0,39.0,243.0,0.504,121.0,76.0,197.0,0.409,113.0,93.0,206.0,0.427,14.0,10.0,24.0,0.05,9.0,24.0,33.0,0.068,138.0,54.0,192.0,0.398,53.0,16.0,69.0,0.143,326,156,482,239,243
202324,2020-21,1610612762.0,151.0,37.0,188.0,0.5,92.0,59.0,151.0,0.402,80.0,75.0,155.0,0.412,8.0,11.0,19.0,0.051,7.0,26.0,33.0,0.088,101.0,49.0,150.0,0.399,36.0,19.0,55.0,0.146,238,138,376,188,188
202324,2021-22,1610612760.0,77.0,17.0,94.0,0.511,42.0,21.0,63.0,0.342,46.0,29.0,75.0,0.408,8.0,11.0,19.0,0.103,3.0,12.0,15.0,0.082,59.0,19.0,78.0,0.424,17.0,7.0,24.0,0.13,126,58,184,90,94
202326,2015-16,1610612758.0,372.0,33.0,405.0,0.559,201.0,74.0,275.0,0.379,196.0,74.0,270.0,0.372,18.0,18.0,36.0,0.05,16.0,34.0,50.0,0.069,267.0,41.0,308.0,0.425,98.0,8.0,106.0,0.146,584,141,725,320,405
202326,2016-17,0.0,455.0,39.0,494.0,1.252,269.0,56.0,325.0,0.834,171.0,76.0,247.0,0.65,43.0,16.0,59.0,0.138,8.0,25.0,33.0,0.098,254.0,48.0,302.0,0.808,68.0,20.0,88.0,0.21999999999999997,634,140,774,280,494
202326,2017-18,1610612740.0,356.0,31.0,387.0,0.63,177.0,41.0,218.0,0.355,144.0,47.0,191.0,0.311,13.0,16.0,29.0,0.047,12.0,24.0,36.0,0.059,246.0,37.0,283.0,0.461,76.0,8.0,84.0,0.137,512,102,614,227,387
202326,2018-19,1610612744.0,147.0,18.0,165.0,0.668,74.0,18.0,92.0,0.372,57.0,20.0,77.0,0.312,10.0,3.0,13.0,0.053,0.0,5.0,5.0,0.02,90.0,16.0,106.0,0.429,30.0,6.0,36.0,0.146,204,43,247,82,165
202326,2020-21,0.0,146.0,20.0,166.0,1.2919999999999998,68.0,19.0,87.0,0.718,49.0,26.0,75.0,0.649,8.0,8.0,16.0,0.125,2.0,4.0,6.0,0.059000000000000004,97.0,19.0,116.0,0.9239999999999999,23.0,4.0,27.0,0.22799999999999998,197,50,247,81,166
202326,2021-22,0.0,135.0,25.0,160.0,1.167,59.0,38.0,97.0,0.713,57.0,32.0,89.0,0.6890000000000001,11.0,7.0,18.0,0.122,4.0,17.0,21.0,0.144,98.0,16.0,114.0,0.882,28.0,13.0,41.0,0.282,196,74,270,110,160
202328,2015-16,1610612749.0,291.0,55.0,346.0,0.51,164.0,98.0,262.0,0.386,156.0,98.0,254.0,0.374,24.0,26.0,50.0,0.074,22.0,57.0,79.0,0.116,206.0,59.0,265.0,0.39,75.0,27.0,102.0,0.15,469,210,679,333,346
202328,2016-17,1610612749.0,237.0,32.0,269.0,0.508,128.0,75.0,203.0,0.383,118.0,92.0,210.0,0.396,27.0,18.0,45.0,0.085,10.0,41.0,51.0,0.096,151.0,60.0,211.0,0.398,59.0,12.0,71.0,0.134,365,165,530,261,269
202328,2017-18,0.0,158.0,32.0,190.0,1.728,105.0,51.0,156.0,1.332,71.0,56.0,127.0,1.061,6.0,12.0,18.0,0.158,6.0,21.0,27.0,0.213,96.0,33.0,129.0,1.12,28.0,13.0,41.0,0.392,235,109,344,154,190
202328,2018-19,0.0,70.0,21.0,91.0,1.544,36.0,34.0,70.0,1.1280000000000001,31.0,35.0,66.0,1.36,6.0,7.0,13.0,0.083,4.0,11.0,15.0,0.096,48.0,18.0,66.0,1.4300000000000002,15.0,8.0,23.0,0.359,105,67,172,81,91
202328,2021-22,0.0,22.0,9.0,31.0,1.81,8.0,14.0,22.0,1.545,12.0,12.0,24.0,1.489,3.0,4.0,7.0,0.373,0.0,9.0,9.0,0.7,13.0,7.0,20.0,1.072,10.0,5.0,15.0,1.009,34,30,64,33,31
202330,2015-16,1610612762.0,283.0,36.0,319.0,0.816,39.0,7.0,46.0,0.118,47.0,19.0,66.0,0.169,93.0,31.0,124.0,0.317,2.0,4.0,6.0,0.015,98.0,10.0,108.0,0.276,102.0,11.0,113.0,0.289,332,59,391,72,319
202330,2016-17,1610612762.0,292.0,25.0,317.0,0.811,48.0,8.0,56.0,0.143,49.0,21.0,70.0,0.179,67.0,22.0,89.0,0.228,1.0,3.0,4.0,0.01,137.0,10.0,147.0,0.376,90.0,9.0,99.0,0.253,342,49,391,74,317
202330,2017-18,1610612738.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1
202330,2018-19,1610612738.0,234.0,25.0,259.0,0.802,53.0,14.0,67.0,0.207,35.0,23.0,58.0,0.18,55.0,20.0,75.0,0.232,1.0,5.0,6.0,0.019,96.0,14.0,110.0,0.341,66.0,5.0,71.0,0.22,270,53,323,64,259
202330,2019-20,1610612738.0,244.0,31.0,275.0,0.79,38.0,15.0,53.0,0.152,47.0,18.0,65.0,0.187,60.0,18.0,78.0,0.224,2.0,6.0,8.0,0.023,117.0,15.0,132.0,0.379,78.0,7.0,85.0,0.244,293,55,348,73,275
202330,2020-21,1610612766.0,180.0,17.0,197.0,0.776,31.0,8.0,39.0,0.154,38.0,15.0,53.0,0.209,33.0,9.0,42.0,0.165,0.0,4.0,4.0,0.016,77.0,12.0,89.0,0.35,76.0,7.0,83.0,0.327,218,36,254,57,197
202330,2021-22,1610612766.0,153.0,16.0,169.0,0.761,22.0,6.0,28.0,0.126,29.0,19.0,48.0,0.216,42.0,12.0,54.0,0.243,2.0,3.0,5.0,0.023,58.0,15.0,73.0,0.329,62.0,5.0,67.0,0.302,184,38,222,53,169
202330,2022-23,1610612766.0,158.0,17.0,175.0,0.814,13.0,8.0,21.0,0.098,23.0,14.0,37.0,0.172,48.0,16.0,64.0,0.298,1.0,2.0,3.0,0.014,50.0,8.0,58.0,0.27,71.0,1.0,72.0,0.335,182,33,215,40,175
202330,2023-24,0.0,117.0,23.0,140.0,1.5710000000000002,20.0,7.0,27.0,0.29300000000000004,23.0,12.0,35.0,0.41100000000000003,35.0,14.0,49.0,0.522,1.0,1.0,2.0,0.018,42.0,9.0,51.0,0.627,44.0,6.0,50.0,0.558,141,36,177,37,140
202331,2015-16,1610612754.0,401.0,43.0,444.0,0.793,99.0,17.0,116.0,0.207,75.0,27.0,102.0,0.182,71.0,31.0,102.0,0.182,5.0,9.0,14.0,0.025,211.0,19.0,230.0,0.411,100.0,11.0,111.0,0.198,481,79,560,116,444
202331,2016-17,1610612754.0,339.0,29.0,368.0,0.756,107.0,12.0,119.0,0.244,85.0,19.0,104.0,0.214,51.0,19.0,70.0,0.144,6.0,9.0,15.0,0.031,157.0,14.0,171.0,0.351,115.0,12.0,127.0,0.261,430,57,487,119,368
202331,2017-18,1610612760.0,299.0,45.0,344.0,0.785,69.0,10.0,79.0,0.18,68.0,17.0,85.0,0.194,71.0,34.0,105.0,0.24,3.0,6.0,9.0,0.021,150.0,11.0,161.0,0.368,80.0,12.0,92.0,0.21,370,68,438,94,344
202331,2018-19,1610612760.0,414.0,64.0,478.0,0.77,93.0,19.0,112.0,0.18,96.0,35.0,131.0,0.211,69.0,49.0,118.0,0.19,6.0,6.0,12.0,0.019,231.0,19.0,250.0,0.403,122.0,18.0,140.0,0.225,516,105,621,143,478
202331,2019-20,1610612746.0,194.0,13.0,207.0,0.758,50.0,2.0,52.0,0.19,52.0,10.0,62.0,0.227,35.0,9.0,44.0,0.161,3.0,1.0,4.0,0.015,102.0,7.0,109.0,0.399,62.0,6.0,68.0,0.249,249,24,273,66,207
202331,2020-21,1610612746.0,257.0,28.0,285.0,0.798,76.0,12.0,88.0,0.246,54.0,14.0,68.0,0.19,41.0,17.0,58.0,0.162,1.0,3.0,4.0,0.011,132.0,9.0,141.0,0.395,63.0,7.0,70.0,0.196,312,45,357,72,285
202331,2021-22,1610612746.0,161.0,8.0,169.0,0.79,42.0,4.0,46.0,0.215,40.0,3.0,43.0,0.201,23.0,7.0,30.0,0.14,1.0,1.0,2.0,0.009,85.0,1.0,86.0,0.402,52.0,0.0,52.0,0.243,202,12,214,45,169
202331,2022-23,1610612746.0,249.0,29.0,278.0,0.813,52.0,10.0,62.0,0.181,46.0,10.0,56.0,0.164,54.0,19.0,73.0,0.213,2.0,6.0,8.0,0.023,122.0,11.0,133.0,0.389,69.0,5.0,74.0,0.216,297,45,342,64,278
202331,2023-24,1610612746.0,271.0,14.0,285.0,0.758,80.0,8.0,88.0,0.234,65.0,19.0,84.0,0.223,51.0,14.0,65.0,0.173,3.0,4.0,7.0,0.019,135.0,8.0,143.0,0.38,73.0,7.0,80.0,0.213,339,37,376,91,285
202331,2024-25,1610612755.0,144.0,16.0,160.0,0.731,50.0,5.0,55.0,0.251,47.0,5.0,52.0,0.237,20.0,12.0,32.0,0.146,4.0,3.0,7.0,0.032,76.0,5.0,81.0,0.37,49.0,2.0,51.0,0.233,195,24,219,59,160
202334,2015-16,1610612757.0,242.0,66.0,308.0,0.519,126.0,65.0,191.0,0.322,124.0,111.0,235.0,0.396,16.0,23.0,39.0,0.066,12.0,39.0,51.0,0.086,179.0,76.0,255.0,0.429,57.0,52.0,109.0,0.184,378,216,594,286,308
202334,2016-17,1610612757.0,97.0,25.0,122.0,0.508,45.0,33.0,78.0,0.325,44.0,51.0,95.0,0.396,9.0,12.0,21.0,0.088,6.0,17.0,23.0,0.096,67.0,41.0,108.0,0.45,26.0,7.0,33.0,0.138,147,93,240,118,122
202334,2017-18,1610612757.0,271.0,58.0,329.0,0.582,156.0,75.0,231.0,0.409,105.0,84.0,189.0,0.335,9.0,19.0,28.0,0.05,9.0,38.0,47.0,0.083,169.0,69.0,238.0,0.421,51.0,17.0,68.0,0.12,385,180,565,236,329
202334,2018-19,1610612751.0,345.0,67.0,412.0,0.595,161.0,102.0,263.0,0.38,124.0,105.0,229.0,0.33,11.0,27.0,38.0,0.055,10.0,42.0,52.0,0.075,226.0,53.0,279.0,0.403,81.0,32.0,113.0,0.163,479,214,693,281,412
202334,2019-20,1610612762.0,51.0,13.0,64.0,0.61,22.0,12.0,34.0,0.324,18.0,17.0,35.0,0.333,1.0,9.0,10.0,0.095,1.0,5.0,6.0,0.057,29.0,11.0,40.0,0.381,18.0,3.0,21.0,0.2,70,35,105,41,64
202334,2020-21,1610612750.0,49.0,16.0,65.0,0.58,27.0,14.0,41.0,0.366,20.0,19.0,39.0,0.348,4.0,6.0,10.0,0.089,0.0,8.0,8.0,0.071,29.0,17.0,46.0,0.411,9.0,5.0,14.0,0.125,69,43,112,47,65
202334,2021-22,1610612739.0,42.0,10.0,52.0,0.813,14.0,5.0,19.0,0.297,8.0,2.0,10.0,0.156,8.0,2.0,10.0,0.156,0.0,2.0,2.0,0.031,25.0,3.0,28.0,0.438,3.0,4.0,7.0,0.109,50,14,64,12,52
202335,2015-16,1610612761.0,184.0,31.0,215.0,0.652,49.0,8.0,57.0,0.173,68.0,29.0,97.0,0.294,35.0,15.0,50.0,0.152,5.0,13.0,18.0,0.055,106.0,30.0,136.0,0.412,67.0,20.0,87.0,0.264,257,73,330,115,215
202335,2016-17,1610612761.0,173.0,24.0,197.0,0.675,43.0,11.0,54.0,0.185,52.0,28.0,80.0,0.274,27.0,18.0,45.0,0.154,7.0,8.0,15.0,0.051,98.0,22.0,120.0,0.411,64.0,9.0,73.0,0.25,232,60,292,95,197
202335,2017-18,1610612760.0,108.0,15.0,123.0,0.658,34.0,3.0,37.0,0.198,44.0,16.0,60.0,0.321,20.0,8.0,28.0,0.15,3.0,1.0,4.0,0.021,68.0,9.0,77.0,0.412,33.0,12.0,45.0,0.241,155,32,187,64,123
202335,2018-19,1610612760.0,78.0,22.0,100.0,0.685,21.0,6.0,27.0,0.185,25.0,15.0,40.0,0.274,13.0,12.0,25.0,0.171,1.0,5.0,6.0,0.041,43.0,12.0,55.0,0.377,27.0,12.0,39.0,0.267,104,42,146,46,100
202335,2019-20,1610612746.0,93.0,20.0,113.0,0.758,20.0,7.0,27.0,0.181,22.0,11.0,33.0,0.221,17.0,11.0,28.0,0.188,1.0,2.0,3.0,0.02,54.0,9.0,63.0,0.423,25.0,6.0,31.0,0.208,116,33,149,36,113
202335,2020-21,1610612746.0,42.0,8.0,50.0,0.694,7.0,8.0,15.0,0.208,13.0,6.0,19.0,0.264,10.0,4.0,14.0,0.194,0.0,3.0,3.0,0.042,22.0,5.0,27.0,0.375,16.0,0.0,16.0,0.222,55,17,72,22,50
202339,2015-16,1610612756.0,86.0,11.0,97.0,0.789,16.0,4.0,20.0,0.163,18.0,5.0,23.0,0.187,39.0,8.0,47.0,0.382,1.0,2.0,3.0,0.024,27.0,3.0,30.0,0.244,23.0,3.0,26.0,0.211,105,18,123,26,97
202339,2016-17,1610612756.0,218.0,21.0,239.0,0.779,25.0,11.0,36.0,0.117,38.0,21.0,59.0,0.192,73.0,18.0,91.0,0.296,3.0,6.0,9.0,0.029,64.0,16.0,80.0,0.261,97.0,3.0,100.0,0.326,259,48,307,68,239
