PLAYER_ID,SEASON,TEAM_ID,"('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'DREB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'REB')","('0-3 Feet', 'REB_FREQ')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'REB_FREQ')","('10+ Feet', 'DREB')","('10+ Feet', 'OREB')","('10+ Feet', 'REB')","('10+ Feet', 'REB_FREQ')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'REB_FREQ')","('3-6 Feet', 'DREB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'REB')","('3-6 Feet', 'REB_FREQ')","('6-10 Feet', 'DREB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'REB')","('6-10 Feet', 'REB_FREQ')","('OVERALL', 'DREB')","('OVERALL', 'OREB')","('OVERALL', 'REB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')"
201939,2021-22,1610612744.0,258.0,18.0,276.0,0.824,44.0,7.0,51.0,0.152,43.0,11.0,54.0,0.161,66.0,15.0,81.0,0.242,0.0,5.0,5.0,0.015,94.0,6.0,100.0,0.299,97.0,6.0,103.0,0.307,301,34,335,59,276
201939,2022-23,1610612744.0,243.0,22.0,265.0,0.786,28.0,4.0,32.0,0.095,54.0,15.0,69.0,0.205,78.0,22.0,100.0,0.297,1.0,2.0,3.0,0.009,95.0,9.0,104.0,0.309,97.0,4.0,101.0,0.3,298,39,337,72,265
201939,2023-24,1610612744.0,256.0,24.0,280.0,0.859,31.0,4.0,35.0,0.107,34.0,8.0,42.0,0.129,81.0,22.0,103.0,0.316,0.0,4.0,4.0,0.012,68.0,4.0,72.0,0.221,110.0,6.0,116.0,0.356,290,36,326,46,280
201939,2024-25,1610612744.0,218.0,28.0,246.0,0.794,30.0,2.0,32.0,0.103,50.0,10.0,60.0,0.194,78.0,26.0,104.0,0.335,2.0,2.0,4.0,0.013,72.0,4.0,76.0,0.245,90.0,8.0,98.0,0.316,270,40,310,64,246
201942,2015-16,1610612761.0,222.0,28.0,250.0,0.742,20.0,8.0,28.0,0.083,52.0,24.0,76.0,0.226,70.0,26.0,96.0,0.285,1.0,10.0,11.0,0.033,85.0,20.0,105.0,0.312,100.0,8.0,108.0,0.32,275,62,337,87,250
201942,2016-17,1610612761.0,252.0,36.0,288.0,0.758,41.0,7.0,48.0,0.126,57.0,24.0,81.0,0.213,84.0,31.0,115.0,0.303,3.0,8.0,11.0,0.029,91.0,17.0,108.0,0.284,96.0,13.0,109.0,0.287,312,68,380,92,288
201942,2017-18,1610612761.0,221.0,40.0,261.0,0.831,20.0,6.0,26.0,0.083,33.0,14.0,47.0,0.15,90.0,30.0,120.0,0.382,1.0,5.0,6.0,0.019,50.0,13.0,63.0,0.201,95.0,10.0,105.0,0.334,255,59,314,53,261
201942,2018-19,1610612759.0,349.0,27.0,376.0,0.817,50.0,11.0,61.0,0.133,56.0,22.0,78.0,0.17,69.0,25.0,94.0,0.204,3.0,3.0,6.0,0.013,162.0,11.0,173.0,0.376,127.0,5.0,132.0,0.287,408,52,460,84,376
201942,2019-20,1610612759.0,287.0,25.0,312.0,0.841,36.0,10.0,46.0,0.124,41.0,11.0,52.0,0.14,81.0,14.0,95.0,0.256,1.0,6.0,7.0,0.019,100.0,11.0,111.0,0.299,112.0,7.0,119.0,0.321,329,42,371,59,312
201942,2020-21,1610612759.0,184.0,26.0,210.0,0.814,22.0,3.0,25.0,0.097,33.0,11.0,44.0,0.171,67.0,16.0,83.0,0.322,2.0,2.0,4.0,0.016,62.0,8.0,70.0,0.271,68.0,12.0,80.0,0.31,219,39,258,48,210
201942,2021-22,1610612741.0,277.0,30.0,307.0,0.785,32.0,8.0,40.0,0.102,54.0,21.0,75.0,0.192,78.0,25.0,103.0,0.263,4.0,5.0,9.0,0.023,107.0,13.0,120.0,0.307,118.0,10.0,128.0,0.327,335,56,391,84,307
201942,2022-23,1610612741.0,247.0,22.0,269.0,0.805,21.0,4.0,25.0,0.075,51.0,9.0,60.0,0.18,80.0,16.0,96.0,0.287,2.0,3.0,5.0,0.015,71.0,7.0,78.0,0.234,128.0,7.0,135.0,0.404,300,34,334,65,269
201942,2023-24,1610612741.0,237.0,26.0,263.0,0.814,22.0,7.0,29.0,0.09,42.0,13.0,55.0,0.17,83.0,21.0,104.0,0.322,3.0,2.0,5.0,0.015,66.0,7.0,73.0,0.226,111.0,6.0,117.0,0.362,282,41,323,60,263
201942,2024-25,1610612758.0,189.0,34.0,223.0,0.748,25.0,6.0,31.0,0.104,58.0,14.0,72.0,0.242,73.0,30.0,103.0,0.346,1.0,2.0,3.0,0.01,65.0,7.0,72.0,0.242,85.0,7.0,92.0,0.309,248,50,298,75,223
201943,2015-16,0.0,75.0,10.0,85.0,1.791,3.0,0.0,3.0,0.064,5.0,5.0,10.0,0.209,27.0,8.0,35.0,0.742,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.34199999999999997,34.0,7.0,41.0,0.851,80,15,95,10,85
201943,2016-17,0.0,153.0,23.0,176.0,1.8130000000000002,10.0,1.0,11.0,0.10500000000000001,16.0,3.0,19.0,0.174,67.0,15.0,82.0,0.851,0.0,2.0,2.0,0.013,35.0,5.0,40.0,0.394,57.0,7.0,64.0,0.651,169,28,197,21,176
201943,2017-18,1610612749.0,25.0,3.0,28.0,0.903,2.0,0.0,2.0,0.065,1.0,2.0,3.0,0.097,8.0,3.0,11.0,0.355,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.097,13.0,2.0,15.0,0.484,26,5,31,3,28
201949,2015-16,1610612761.0,79.0,17.0,96.0,0.774,30.0,6.0,36.0,0.29,19.0,5.0,24.0,0.194,16.0,5.0,21.0,0.169,0.0,4.0,4.0,0.032,31.0,11.0,42.0,0.339,21.0,4.0,25.0,0.202,98,26,124,28,96
201949,2016-17,1610612748.0,235.0,37.0,272.0,0.739,79.0,18.0,97.0,0.264,67.0,14.0,81.0,0.22,38.0,19.0,57.0,0.155,3.0,12.0,15.0,0.041,103.0,14.0,117.0,0.318,85.0,12.0,97.0,0.264,305,63,368,96,272
201949,2017-18,1610612748.0,236.0,36.0,272.0,0.782,74.0,10.0,84.0,0.241,49.0,17.0,66.0,0.19,28.0,32.0,60.0,0.172,4.0,6.0,10.0,0.029,129.0,12.0,141.0,0.405,58.0,5.0,63.0,0.181,289,59,348,76,272
201949,2018-19,1610612748.0,121.0,8.0,129.0,0.737,26.0,7.0,33.0,0.189,31.0,9.0,40.0,0.229,23.0,5.0,28.0,0.16,1.0,5.0,6.0,0.034,60.0,9.0,69.0,0.394,44.0,1.0,45.0,0.257,153,22,175,46,129
201949,2019-20,0.0,77.0,13.0,90.0,1.5270000000000001,13.0,7.0,20.0,0.332,16.0,8.0,24.0,0.41300000000000003,8.0,8.0,16.0,0.275,0.0,4.0,4.0,0.061,37.0,8.0,45.0,0.775,35.0,2.0,37.0,0.617,93,25,118,28,90
201949,2020-21,0.0,115.0,18.0,133.0,1.495,15.0,9.0,24.0,0.269,30.0,7.0,37.0,0.41600000000000004,27.0,10.0,37.0,0.41500000000000004,1.0,7.0,8.0,0.088,52.0,7.0,59.0,0.6639999999999999,52.0,6.0,58.0,0.653,146,32,178,45,133
201949,2021-22,1610612751.0,118.0,18.0,136.0,0.633,24.0,21.0,45.0,0.209,46.0,28.0,74.0,0.344,18.0,12.0,30.0,0.14,0.0,5.0,5.0,0.023,69.0,9.0,78.0,0.363,53.0,9.0,62.0,0.288,164,51,215,79,136
201949,2022-23,1610612754.0,21.0,3.0,24.0,0.828,6.0,2.0,8.0,0.276,4.0,1.0,5.0,0.172,2.0,0.0,2.0,0.069,0.0,0.0,0.0,0.0,10.0,1.0,11.0,0.379,7.0,1.0,8.0,0.276,25,4,29,5,24
201949,2023-24,1610612754.0,2.0,0.0,2.0,0.5,1.0,0.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.25,3,1,4,2,2
201949,2024-25,1610612754.0,5.0,0.0,5.0,0.833,1.0,0.0,1.0,0.167,1.0,0.0,1.0,0.167,1.0,0.0,1.0,0.167,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.333,2.0,0.0,2.0,0.333,6,0,6,1,5
201950,2015-16,1610612740.0,140.0,8.0,148.0,0.763,22.0,5.0,27.0,0.139,27.0,14.0,41.0,0.211,46.0,12.0,58.0,0.299,0.0,5.0,5.0,0.026,51.0,9.0,60.0,0.309,48.0,1.0,49.0,0.253,167,27,194,46,148
201950,2016-17,1610612740.0,176.0,19.0,195.0,0.741,23.0,8.0,31.0,0.118,37.0,21.0,58.0,0.221,72.0,16.0,88.0,0.335,4.0,6.0,10.0,0.038,60.0,13.0,73.0,0.278,62.0,9.0,71.0,0.27,217,46,263,68,195
201950,2017-18,1610612740.0,246.0,32.0,278.0,0.77,42.0,12.0,54.0,0.15,53.0,17.0,70.0,0.194,106.0,22.0,128.0,0.355,3.0,10.0,13.0,0.036,70.0,16.0,86.0,0.238,84.0,9.0,93.0,0.258,302,59,361,83,278
201950,2018-19,1610612740.0,207.0,32.0,239.0,0.72,28.0,14.0,42.0,0.127,51.0,24.0,75.0,0.226,67.0,25.0,92.0,0.277,1.0,17.0,18.0,0.054,69.0,17.0,86.0,0.259,95.0,17.0,112.0,0.337,259,73,332,93,239
201950,2019-20,1610612740.0,177.0,40.0,217.0,0.753,30.0,16.0,46.0,0.16,33.0,34.0,67.0,0.233,67.0,28.0,95.0,0.33,2.0,2.0,4.0,0.014,58.0,19.0,77.0,0.267,57.0,13.0,70.0,0.243,212,76,288,71,217
201950,2020-21,1610612749.0,157.0,29.0,186.0,0.697,19.0,13.0,32.0,0.12,35.0,39.0,74.0,0.277,70.0,20.0,90.0,0.337,2.0,5.0,7.0,0.026,40.0,30.0,70.0,0.262,63.0,10.0,73.0,0.273,194,73,267,81,186
201950,2021-22,1610612749.0,173.0,28.0,201.0,0.666,23.0,14.0,37.0,0.123,58.0,36.0,94.0,0.311,63.0,19.0,82.0,0.272,1.0,6.0,7.0,0.023,60.0,20.0,80.0,0.265,86.0,17.0,103.0,0.341,232,70,302,101,201
201950,2022-23,1610612749.0,218.0,35.0,253.0,0.749,30.0,12.0,42.0,0.124,42.0,38.0,80.0,0.237,76.0,22.0,98.0,0.29,0.0,5.0,5.0,0.015,63.0,22.0,85.0,0.251,91.0,22.0,113.0,0.334,260,78,338,85,253
201950,2023-24,1610612738.0,230.0,45.0,275.0,0.747,40.0,13.0,53.0,0.144,53.0,35.0,88.0,0.239,66.0,43.0,109.0,0.296,1.0,4.0,5.0,0.014,96.0,11.0,107.0,0.291,82.0,17.0,99.0,0.269,284,84,368,93,275
201950,2024-25,1610612738.0,138.0,49.0,187.0,0.711,22.0,4.0,26.0,0.099,48.0,27.0,75.0,0.285,53.0,42.0,95.0,0.361,1.0,0.0,1.0,0.004,50.0,11.0,61.0,0.232,62.0,19.0,81.0,0.308,187,76,263,76,187
201951,2015-16,0.0,89.0,19.0,108.0,1.807,3.0,0.0,3.0,0.054,9.0,7.0,16.0,0.193,47.0,18.0,65.0,0.8919999999999999,0.0,0.0,0.0,0.0,22.0,3.0,25.0,0.527,26.0,5.0,31.0,0.5269999999999999,98,26,124,16,108
201951,2016-17,1610612758.0,126.0,29.0,155.0,0.866,7.0,2.0,9.0,0.05,8.0,11.0,19.0,0.106,65.0,23.0,88.0,0.492,1.0,4.0,5.0,0.028,31.0,10.0,41.0,0.229,32.0,9.0,41.0,0.229,135,44,179,24,155
201952,2015-16,1610612737.0,169.0,18.0,187.0,0.866,3.0,2.0,5.0,0.023,12.0,15.0,27.0,0.125,84.0,17.0,101.0,0.468,1.0,1.0,2.0,0.009,40.0,5.0,45.0,0.208,55.0,10.0,65.0,0.301,182,34,216,29,187
201952,2016-17,1610612754.0,253.0,21.0,274.0,0.851,12.0,3.0,15.0,0.047,34.0,9.0,43.0,0.134,92.0,16.0,108.0,0.335,2.0,3.0,5.0,0.016,71.0,5.0,76.0,0.236,114.0,9.0,123.0,0.382,289,33,322,48,274
201952,2017-18,1610612750.0,168.0,21.0,189.0,0.909,8.0,2.0,10.0,0.048,16.0,3.0,19.0,0.091,74.0,17.0,91.0,0.438,0.0,0.0,0.0,0.0,33.0,2.0,35.0,0.168,69.0,3.0,72.0,0.346,184,24,208,19,189
201952,2018-19,1610612750.0,81.0,13.0,94.0,0.879,6.0,0.0,6.0,0.056,9.0,3.0,12.0,0.112,36.0,11.0,47.0,0.439,0.0,1.0,1.0,0.009,18.0,3.0,21.0,0.196,30.0,3.0,33.0,0.308,90,17,107,13,94
201952,2019-20,0.0,104.0,17.0,121.0,1.7189999999999999,0.0,6.0,6.0,0.08199999999999999,11.0,9.0,20.0,0.263,45.0,15.0,60.0,0.853,0.0,1.0,1.0,0.019,23.0,4.0,27.0,0.386,47.0,2.0,49.0,0.679,115,27,142,21,121
201952,2020-21,0.0,60.0,14.0,74.0,1.724,1.0,1.0,2.0,0.036,12.0,1.0,13.0,0.276,20.0,12.0,32.0,0.744,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.508,29.0,2.0,31.0,0.712,72,15,87,13,74
201954,2015-16,1610612758.0,125.0,18.0,143.0,0.872,3.0,4.0,7.0,0.043,12.0,7.0,19.0,0.116,79.0,17.0,96.0,0.585,0.0,2.0,2.0,0.012,22.0,3.0,25.0,0.152,33.0,3.0,36.0,0.22,137,27,164,21,143
201954,2016-17,1610612758.0,119.0,15.0,134.0,0.882,2.0,2.0,4.0,0.026,10.0,7.0,17.0,0.112,70.0,14.0,84.0,0.553,0.0,1.0,1.0,0.007,22.0,0.0,22.0,0.145,35.0,7.0,42.0,0.276,129,23,152,18,134
201954,2017-18,1610612754.0,126.0,32.0,158.0,0.903,3.0,1.0,4.0,0.023,11.0,4.0,15.0,0.086,74.0,28.0,102.0,0.583,1.0,1.0,2.0,0.011,18.0,5.0,23.0,0.131,43.0,3.0,46.0,0.263,138,37,175,17,158
201954,2018-19,1610612754.0,182.0,29.0,211.0,0.913,11.0,3.0,14.0,0.061,13.0,6.0,19.0,0.082,86.0,28.0,114.0,0.494,0.0,1.0,1.0,0.004,39.0,2.0,41.0,0.177,59.0,3.0,62.0,0.268,195,36,231,20,211
201954,2021-22,1610612747.0,3.0,0.0,3.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,2.0,0.0,2.0,0.5,4,0,4,1,3
201956,2015-16,1610612758.0,284.0,29.0,313.0,0.765,128.0,18.0,146.0,0.357,63.0,21.0,84.0,0.205,24.0,14.0,38.0,0.093,5.0,7.0,12.0,0.029,147.0,16.0,163.0,0.399,53.0,9.0,62.0,0.152,352,57,409,96,313
201956,2016-17,0.0,71.0,11.0,82.0,2.406,24.0,9.0,33.0,0.537,14.0,12.0,26.0,0.55,8.0,5.0,13.0,0.32,0.0,4.0,4.0,0.043,35.0,8.0,43.0,1.2690000000000001,18.0,5.0,23.0,0.874,85,27,112,30,82
201956,2017-18,1610612744.0,143.0,8.0,151.0,0.763,67.0,17.0,84.0,0.424,22.0,17.0,39.0,0.197,8.0,3.0,11.0,0.056,4.0,4.0,8.0,0.04,65.0,7.0,72.0,0.364,29.0,2.0,31.0,0.157,169,29,198,47,151
201956,2018-19,1610612763.0,78.0,8.0,86.0,0.748,26.0,4.0,30.0,0.261,20.0,9.0,29.0,0.252,6.0,5.0,11.0,0.096,0.0,0.0,0.0,0.0,44.0,7.0,51.0,0.443,22.0,1.0,23.0,0.2,98,17,115,29,86
201959,2015-16,1610612741.0,197.0,61.0,258.0,0.524,78.0,51.0,129.0,0.262,89.0,98.0,187.0,0.38,35.0,28.0,63.0,0.128,8.0,39.0,47.0,0.096,131.0,83.0,214.0,0.435,50.0,36.0,86.0,0.175,294,198,492,234,258
201959,2016-17,0.0,232.0,48.0,280.0,1.232,92.0,36.0,128.0,0.563,87.0,73.0,160.0,0.62,29.0,24.0,53.0,0.23399999999999999,6.0,31.0,37.0,0.14900000000000002,131.0,60.0,191.0,0.795,73.0,32.0,105.0,0.40800000000000003,325,152,477,197,280
201959,2017-18,1610612750.0,299.0,63.0,362.0,0.624,92.0,50.0,142.0,0.245,86.0,96.0,182.0,0.314,38.0,35.0,73.0,0.126,4.0,32.0,36.0,0.062,178.0,72.0,250.0,0.431,81.0,34.0,115.0,0.198,389,191,580,218,362
201959,2018-19,1610612750.0,212.0,51.0,263.0,0.577,76.0,43.0,119.0,0.261,66.0,84.0,150.0,0.329,32.0,19.0,51.0,0.112,7.0,36.0,43.0,0.094,118.0,73.0,191.0,0.419,59.0,36.0,95.0,0.208,285,171,456,193,263
201959,2019-20,1610612752.0,112.0,36.0,148.0,0.556,34.0,44.0,78.0,0.293,42.0,47.0,89.0,0.335,21.0,19.0,40.0,0.15,2.0,27.0,29.0,0.109,63.0,30.0,93.0,0.35,38.0,17.0,55.0,0.207,156,110,266,118,148
201959,2020-21,1610612752.0,102.0,31.0,133.0,0.534,31.0,32.0,63.0,0.253,48.0,42.0,90.0,0.361,16.0,13.0,29.0,0.116,1.0,25.0,26.0,0.104,70.0,37.0,107.0,0.43,34.0,16.0,50.0,0.201,151,98,249,116,133
201959,2021-22,1610612752.0,100.0,23.0,123.0,0.547,34.0,30.0,64.0,0.284,35.0,53.0,88.0,0.391,13.0,4.0,17.0,0.076,4.0,10.0,14.0,0.062,58.0,31.0,89.0,0.396,34.0,21.0,55.0,0.244,139,86,225,102,123
201959,2022-23,1610612764.0,36.0,8.0,44.0,0.473,18.0,14.0,32.0,0.344,23.0,19.0,42.0,0.452,9.0,3.0,12.0,0.129,2.0,5.0,7.0,0.075,24.0,7.0,31.0,0.333,10.0,8.0,18.0,0.194,61,32,93,49,44
201959,2023-24,0.0,16.0,2.0,18.0,1.056,7.0,3.0,10.0,0.6020000000000001,7.0,6.0,13.0,0.645,5.0,0.0,5.0,0.192,1.0,3.0,4.0,0.299,9.0,7.0,16.0,0.9790000000000001,3.0,1.0,4.0,0.226,24,11,35,17,18
201959,2024-25,1610612766.0,43.0,20.0,63.0,0.525,16.0,19.0,35.0,0.292,26.0,26.0,52.0,0.433,6.0,6.0,12.0,0.1,0.0,5.0,5.0,0.042,27.0,16.0,43.0,0.358,20.0,10.0,30.0,0.25,69,51,120,57,63
201960,2015-16,1610612761.0,73.0,12.0,85.0,0.708,20.0,6.0,26.0,0.217,15.0,14.0,29.0,0.242,19.0,7.0,26.0,0.217,2.0,4.0,6.0,0.05,26.0,8.0,34.0,0.283,24.0,9.0,33.0,0.275,90,30,120,35,85
201960,2016-17,1610612761.0,166.0,23.0,189.0,0.705,45.0,7.0,52.0,0.194,38.0,33.0,71.0,0.265,44.0,17.0,61.0,0.228,5.0,3.0,8.0,0.03,69.0,23.0,92.0,0.343,51.0,12.0,63.0,0.235,209,59,268,79,189
201960,2017-18,1610612751.0,283.0,48.0,331.0,0.718,88.0,20.0,108.0,0.234,76.0,46.0,122.0,0.265,48.0,33.0,81.0,0.176,0.0,8.0,8.0,0.017,146.0,26.0,172.0,0.373,77.0,23.0,100.0,0.217,359,102,461,130,331
201960,2018-19,1610612751.0,232.0,40.0,272.0,0.788,43.0,9.0,52.0,0.151,44.0,22.0,66.0,0.191,33.0,23.0,56.0,0.162,2.0,5.0,7.0,0.02,119.0,20.0,139.0,0.403,83.0,15.0,98.0,0.284,278,67,345,73,272
201960,2019-20,0.0,35.0,4.0,39.0,1.4340000000000002,7.0,5.0,12.0,0.45,8.0,5.0,13.0,0.483,6.0,2.0,8.0,0.317,0.0,2.0,2.0,0.083,15.0,2.0,17.0,0.625,15.0,2.0,17.0,0.608,43,11,54,15,39
201961,2015-16,1610612751.0,134.0,15.0,149.0,0.856,24.0,2.0,26.0,0.149,20.0,2.0,22.0,0.126,41.0,7.0,48.0,0.276,0.0,3.0,3.0,0.017,48.0,3.0,51.0,0.293,41.0,8.0,49.0,0.282,154,20,174,25,149
201961,2016-17,1610612748.0,96.0,13.0,109.0,0.838,21.0,1.0,22.0,0.169,16.0,5.0,21.0,0.162,37.0,14.0,51.0,0.392,0.0,0.0,0.0,0.0,26.0,2.0,28.0,0.215,28.0,1.0,29.0,0.223,112,18,130,21,109
201961,2017-18,1610612748.0,171.0,18.0,189.0,0.883,23.0,1.0,24.0,0.112,20.0,4.0,24.0,0.112,58.0,16.0,74.0,0.346,1.0,0.0,1.0,0.005,44.0,4.0,48.0,0.224,67.0,1.0,68.0,0.318,192,22,214,25,189
201961,2018-19,0.0,80.0,14.0,94.0,1.755,9.0,0.0,9.0,0.178,12.0,0.0,12.0,0.223,33.0,11.0,44.0,0.812,1.0,0.0,1.0,0.021,16.0,0.0,16.0,0.299,35.0,3.0,38.0,0.712,93,14,107,13,94
201961,2019-20,1610612752.0,52.0,2.0,54.0,0.831,4.0,0.0,4.0,0.062,8.0,1.0,9.0,0.138,27.0,1.0,28.0,0.431,1.0,1.0,2.0,0.031,15.0,2.0,17.0,0.262,15.0,1.0,16.0,0.246,61,4,65,11,54
201961,2020-21,1610612765.0,63.0,9.0,72.0,0.878,6.0,1.0,7.0,0.085,7.0,3.0,10.0,0.122,20.0,9.0,29.0,0.354,0.0,0.0,0.0,0.0,15.0,1.0,16.0,0.195,28.0,1.0,29.0,0.354,70,12,82,10,72
201961,2021-22,1610612747.0,55.0,8.0,63.0,0.818,10.0,0.0,10.0,0.13,12.0,2.0,14.0,0.182,18.0,7.0,25.0,0.325,0.0,0.0,0.0,0.0,19.0,2.0,21.0,0.273,20.0,1.0,21.0,0.273,67,10,77,14,63
201973,2015-16,1610612738.0,159.0,27.0,186.0,0.667,46.0,13.0,59.0,0.211,44.0,30.0,74.0,0.265,19.0,20.0,39.0,0.14,4.0,15.0,19.0,0.068,99.0,20.0,119.0,0.427,43.0,19.0,62.0,0.222,207,72,279,93,186
201973,2016-17,1610612738.0,166.0,31.0,197.0,0.727,78.0,13.0,91.0,0.336,45.0,22.0,67.0,0.247,14.0,16.0,30.0,0.111,1.0,6.0,7.0,0.026,83.0,12.0,95.0,0.351,37.0,18.0,55.0,0.203,212,59,271,74,197
201973,2017-18,1610612762.0,159.0,28.0,187.0,0.766,58.0,11.0,69.0,0.283,31.0,19.0,50.0,0.205,14.0,13.0,27.0,0.111,2.0,5.0,7.0,0.029,86.0,14.0,100.0,0.41,34.0,13.0,47.0,0.193,192,52,244,57,187
201973,2018-19,1610612744.0,151.0,33.0,184.0,0.643,59.0,23.0,82.0,0.287,59.0,28.0,87.0,0.304,22.0,16.0,38.0,0.133,5.0,10.0,15.0,0.052,83.0,16.0,99.0,0.346,51.0,16.0,67.0,0.234,215,71,286,102,184
201975,2015-16,1610612765.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.6,4,1,5,0,5
201975,2016-17,1610612753.0,55.0,3.0,58.0,0.753,12.0,0.0,12.0,0.156,17.0,2.0,19.0,0.247,19.0,3.0,22.0,0.286,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.26,21.0,2.0,23.0,0.299,72,5,77,19,58
201975,2017-18,1610612764.0,96.0,9.0,105.0,0.861,7.0,2.0,9.0,0.074,11.0,4.0,15.0,0.123,37.0,10.0,47.0,0.385,1.0,1.0,2.0,0.016,32.0,1.0,33.0,0.27,32.0,1.0,33.0,0.27,108,14,122,17,105
201975,2018-19,1610612761.0,10.0,1.0,11.0,0.917,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.083,4.0,1.0,5.0,0.417,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.417,2.0,0.0,2.0,0.167,11,1,12,1,11
201976,2015-16,1610612745.0,146.0,35.0,181.0,0.739,19.0,13.0,32.0,0.131,26.0,33.0,59.0,0.241,52.0,26.0,78.0,0.318,2.0,3.0,5.0,0.02,32.0,13.0,45.0,0.184,71.0,19.0,90.0,0.367,174,71,245,64,181
201976,2016-17,1610612745.0,244.0,50.0,294.0,0.75,32.0,10.0,42.0,0.107,52.0,42.0,94.0,0.24,63.0,39.0,102.0,0.26,3.0,1.0,4.0,0.01,117.0,16.0,133.0,0.339,87.0,28.0,115.0,0.293,299,93,392,98,294
201976,2017-18,1610612746.0,22.0,12.0,34.0,0.773,2.0,0.0,2.0,0.045,6.0,4.0,10.0,0.227,6.0,8.0,14.0,0.318,0.0,0.0,0.0,0.0,12.0,6.0,18.0,0.409,8.0,2.0,10.0,0.227,28,16,44,10,34
201976,2018-19,1610612746.0,266.0,44.0,310.0,0.809,48.0,11.0,59.0,0.154,43.0,26.0,69.0,0.18,64.0,35.0,99.0,0.258,1.0,3.0,4.0,0.01,102.0,13.0,115.0,0.3,96.0,14.0,110.0,0.287,310,73,383,73,310
201976,2019-20,1610612746.0,183.0,38.0,221.0,0.84,21.0,5.0,26.0,0.099,21.0,12.0,33.0,0.125,44.0,29.0,73.0,0.278,3.0,6.0,9.0,0.034,77.0,8.0,85.0,0.323,65.0,14.0,79.0,0.3,207,56,263,42,221
201976,2020-21,1610612746.0,80.0,14.0,94.0,0.783,3.0,2.0,5.0,0.042,10.0,14.0,24.0,0.2,30.0,15.0,45.0,0.375,1.0,1.0,2.0,0.017,25.0,4.0,29.0,0.242,33.0,8.0,41.0,0.342,91,29,120,26,94
201976,2021-22,1610612750.0,151.0,39.0,190.0,0.802,12.0,6.0,18.0,0.076,26.0,20.0,46.0,0.194,45.0,35.0,80.0,0.338,0.0,1.0,1.0,0.004,49.0,8.0,57.0,0.241,71.0,11.0,82.0,0.346,177,60,237,47,190
201976,2022-23,0.0,171.0,28.0,199.0,1.626,26.0,4.0,30.0,0.251,30.0,15.0,45.0,0.36,44.0,25.0,69.0,0.5680000000000001,1.0,1.0,2.0,0.014,63.0,4.0,67.0,0.529,69.0,11.0,80.0,0.651,202,44,246,47,199
201976,2023-24,0.0,169.0,36.0,205.0,1.724,16.0,5.0,21.0,0.17099999999999999,21.0,12.0,33.0,0.269,57.0,32.0,89.0,0.744,0.0,1.0,1.0,0.007,52.0,8.0,60.0,0.485,65.0,4.0,69.0,0.599,190,49,239,34,205
201977,2015-16,0.0,97.0,22.0,119.0,1.612,15.0,4.0,19.0,0.265,14.0,15.0,29.0,0.371,32.0,15.0,47.0,0.548,0.0,2.0,2.0,0.017,32.0,9.0,41.0,0.595,32.0,11.0,43.0,0.5920000000000001,111,39,150,31,119
201977,2016-17,1610612764.0,43.0,8.0,51.0,0.708,12.0,10.0,22.0,0.306,9.0,8.0,17.0,0.236,11.0,2.0,13.0,0.181,1.0,3.0,4.0,0.056,13.0,6.0,19.0,0.264,17.0,1.0,18.0,0.25,53,19,72,21,51
201978,2015-16,0.0,83.0,25.0,108.0,1.3250000000000002,19.0,7.0,26.0,0.375,23.0,16.0,39.0,0.666,26.0,11.0,37.0,0.52,1.0,0.0,1.0,0.008,33.0,17.0,50.0,0.525,29.0,6.0,35.0,0.581,107,41,148,40,108
201980,2015-16,1610612759.0,194.0,25.0,219.0,0.73,65.0,7.0,72.0,0.24,56.0,19.0,75.0,0.25,30.0,21.0,51.0,0.17,3.0,3.0,6.0,0.02,96.0,15.0,111.0,0.37,62.0,4.0,66.0,0.22,253,47,300,81,219
